Date,Close/Last,Volume,Open,High,Low
2023-12-29,$248.48 ,100891600,$255.10 ,$255.19 ,$247.43 
2023-12-28,$253.18 ,113619900,$263.66 ,$265.13 ,$252.71 
2023-12-27,$261.44 ,106494400,$258.35 ,$263.34 ,$257.52 
2023-12-26,$256.61 ,86892380,$254.49 ,$257.97 ,$252.91 
2023-12-22,$252.54 ,93370090,$256.76 ,$258.22 ,$251.37 
2023-12-21,$254.50 ,109594200,$251.90 ,$254.80 ,$248.55 
2023-12-20,$247.14 ,125097000,$256.41 ,$259.84 ,$247.00 
2023-12-19,$257.22 ,106737400,$253.48 ,$258.34 ,$253.01 
2023-12-18,$252.08 ,116416500,$253.78 ,$258.74 ,$251.36 
2023-12-15,$253.50 ,135932800,$251.21 ,$254.13 ,$248.30 
2023-12-14,$251.05 ,160829200,$241.22 ,$253.88 ,$240.79 
2023-12-13,$239.29 ,146286300,$234.19 ,$240.30 ,$228.20 
2023-12-12,$237.01 ,95328310,$238.55 ,$238.99 ,$233.87 
2023-12-11,$239.74 ,97913890,$242.74 ,$243.44 ,$237.45 
2023-12-08,$243.84 ,103126800,$240.27 ,$245.27 ,$239.27 
2023-12-07,$242.64 ,107142300,$241.55 ,$244.08 ,$236.98 
2023-12-06,$239.37 ,126436200,$242.92 ,$246.57 ,$239.17 
2023-12-05,$238.72 ,137971100,$233.87 ,$246.66 ,$233.70 
2023-12-04,$235.58 ,104099800,$235.75 ,$239.37 ,$233.29 
2023-12-01,$238.83 ,121331700,$233.14 ,$240.19 ,$231.90 
2023-11-30,$240.08 ,132353200,$245.14 ,$245.22 ,$236.91 
2023-11-29,$244.14 ,135401300,$249.21 ,$252.75 ,$242.76 
2023-11-28,$246.72 ,148549900,$236.68 ,$247.00 ,$234.01 
2023-11-27,$236.08 ,112031800,$236.89 ,$238.33 ,$232.10 
2023-11-24,$235.45 ,65125200,$233.75 ,$238.75 ,$232.33 
2023-11-22,$234.21 ,118117100,$242.04 ,$244.01 ,$231.40 
2023-11-21,$241.20 ,122288000,$235.04 ,$243.62 ,$233.34 
2023-11-20,$235.60 ,116562400,$234.04 ,$237.10 ,$231.02 
2023-11-17,$234.30 ,142766200,$232.00 ,$237.39 ,$226.54 
2023-11-16,$233.59 ,136816800,$239.49 ,$240.88 ,$230.96 
2023-11-15,$242.84 ,150354000,$239.29 ,$246.70 ,$236.45 
2023-11-14,$237.41 ,149771600,$235.03 ,$238.14 ,$230.72 
2023-11-13,$223.71 ,140447600,$215.60 ,$225.40 ,$211.61 
2023-11-10,$214.65 ,131310100,$210.03 ,$215.38 ,$205.69 
2023-11-09,$209.98 ,142110500,$219.75 ,$220.80 ,$206.68 
2023-11-08,$222.11 ,106584800,$223.15 ,$224.15 ,$217.64 
2023-11-07,$222.18 ,116900100,$219.98 ,$223.12 ,$215.72 
2023-11-06,$219.27 ,117335800,$223.98 ,$226.32 ,$215.00 
2023-11-03,$219.96 ,119534800,$221.15 ,$226.37 ,$218.40 
2023-11-02,$218.51 ,125987600,$212.97 ,$219.20 ,$211.45 
2023-11-01,$205.66 ,121661700,$204.04 ,$205.99 ,$197.85 
2023-10-31,$200.84 ,118068300,$196.12 ,$202.80 ,$194.07 
2023-10-30,$197.36 ,136448200,$209.28 ,$210.88 ,$194.67 
2023-10-27,$207.30 ,94881170,$210.60 ,$212.41 ,$205.77 
2023-10-26,$205.76 ,115112600,$211.32 ,$214.80 ,$204.88 
2023-10-25,$212.42 ,107065100,$215.88 ,$220.10 ,$212.20 
2023-10-24,$216.52 ,118231100,$216.50 ,$222.05 ,$214.11 
2023-10-23,$212.08 ,150683400,$210.00 ,$216.98 ,$202.51 
2023-10-20,$211.99 ,138010100,$217.01 ,$218.86 ,$210.42 
2023-10-19,$220.11 ,170772700,$225.95 ,$230.61 ,$216.78 
2023-10-18,$242.68 ,125147800,$252.70 ,$254.63 ,$242.08 
2023-10-17,$254.85 ,93562910,$250.10 ,$257.18 ,$247.08 
2023-10-16,$253.92 ,88917180,$250.05 ,$255.40 ,$248.48 
2023-10-13,$251.12 ,102296800,$258.90 ,$259.60 ,$250.22 
2023-10-12,$258.87 ,111508100,$262.92 ,$265.41 ,$256.63 
2023-10-11,$262.99 ,103706300,$266.20 ,$268.60 ,$260.90 
2023-10-10,$263.62 ,122656000,$257.75 ,$268.94 ,$257.65 
2023-10-09,$259.67 ,101377900,$255.31 ,$261.36 ,$252.05 
2023-10-06,$260.53 ,118121800,$253.98 ,$261.65 ,$250.65 
2023-10-05,$260.05 ,119159200,$260.00 ,$263.60 ,$256.25 
2023-10-04,$261.16 ,129721600,$248.14 ,$261.86 ,$247.60 
2023-10-03,$246.53 ,101985300,$248.61 ,$250.02 ,$244.45 
2023-10-02,$251.60 ,123810400,$244.81 ,$254.28 ,$242.62 
2023-09-29,$250.22 ,128522700,$250.00 ,$254.77 ,$246.35 
2023-09-28,$246.38 ,117058900,$240.02 ,$247.55 ,$238.65 
2023-09-27,$240.50 ,136597200,$244.26 ,$245.33 ,$234.58 
2023-09-26,$244.12 ,101993600,$242.98 ,$249.55 ,$241.66 
2023-09-25,$246.99 ,104636600,$243.38 ,$247.10 ,$238.31 
2023-09-22,$244.88 ,127524100,$257.40 ,$257.79 ,$244.48 
2023-09-21,$255.70 ,119951500,$257.85 ,$260.86 ,$254.21 
2023-09-20,$262.59 ,122514600,$267.04 ,$273.93 ,$262.46 
2023-09-19,$266.50 ,103704000,$264.35 ,$267.85 ,$261.20 
2023-09-18,$265.28 ,101543300,$271.16 ,$271.44 ,$263.76 
2023-09-15,$274.39 ,133692300,$277.55 ,$278.98 ,$271.00 
2023-09-14,$276.04 ,107709800,$271.32 ,$276.71 ,$270.42 
2023-09-13,$271.30 ,111673700,$270.07 ,$274.98 ,$268.10 
2023-09-12,$267.48 ,135999900,$270.76 ,$278.39 ,$266.60 
2023-09-11,$273.58 ,174667900,$264.27 ,$274.85 ,$260.61 
2023-09-08,$248.50 ,118559600,$251.22 ,$256.52 ,$246.67 
2023-09-07,$251.49 ,115312900,$245.07 ,$252.81 ,$243.27 
2023-09-06,$251.92 ,116959800,$255.14 ,$255.39 ,$245.06 
2023-09-05,$256.49 ,129469600,$245.00 ,$258.00 ,$244.86 
2023-09-01,$245.01 ,132541600,$257.26 ,$259.08 ,$242.01 
2023-08-31,$258.08 ,108861700,$255.98 ,$261.18 ,$255.05 
2023-08-30,$256.90 ,121988400,$254.20 ,$260.51 ,$250.59 
2023-08-29,$257.18 ,134047600,$238.58 ,$257.48 ,$237.77 
2023-08-28,$238.82 ,107673700,$242.58 ,$244.38 ,$235.35 
2023-08-25,$238.59 ,106612200,$231.31 ,$239.00 ,$230.35 
2023-08-24,$230.04 ,99777430,$238.66 ,$238.92 ,$228.18 
2023-08-23,$236.86 ,101077600,$229.34 ,$238.98 ,$229.29 
2023-08-22,$233.19 ,130597900,$240.25 ,$240.82 ,$229.55 
2023-08-21,$231.28 ,135702700,$221.55 ,$232.13 ,$220.58 
2023-08-18,$215.49 ,136276600,$214.12 ,$217.58 ,$212.36 
2023-08-17,$219.22 ,120718400,$226.06 ,$226.74 ,$218.83 
2023-08-16,$225.60 ,112484500,$228.02 ,$233.97 ,$225.38 
2023-08-15,$232.96 ,88197600,$238.73 ,$240.50 ,$232.61 
2023-08-14,$239.76 ,98595330,$235.70 ,$240.66 ,$233.75 
2023-08-11,$242.65 ,99038640,$241.77 ,$243.79 ,$238.02 
2023-08-10,$245.34 ,109498600,$245.40 ,$251.80 ,$243.00 
2023-08-09,$242.19 ,101596300,$250.87 ,$251.10 ,$241.90 
2023-08-08,$249.70 ,96642180,$247.45 ,$250.92 ,$245.01 
2023-08-07,$251.45 ,111097900,$251.45 ,$253.65 ,$242.76 
2023-08-04,$253.86 ,99539910,$260.97 ,$264.77 ,$253.11 
2023-08-03,$259.32 ,97829550,$252.04 ,$260.49 ,$252.00 
2023-08-02,$254.11 ,101752900,$255.57 ,$259.52 ,$250.49 
2023-08-01,$261.07 ,83645720,$266.26 ,$266.47 ,$260.25 
2023-07-31,$267.43 ,84582170,$267.48 ,$269.08 ,$263.78 
2023-07-28,$266.44 ,111446000,$259.86 ,$267.25 ,$258.23 
2023-07-27,$255.71 ,103697300,$268.31 ,$269.13 ,$255.30 
2023-07-26,$264.35 ,95856180,$263.25 ,$268.04 ,$261.75 
2023-07-25,$265.28 ,112757300,$272.38 ,$272.90 ,$265.00 
2023-07-24,$269.06 ,137005000,$255.85 ,$269.85 ,$254.12 
2023-07-21,$260.02 ,161796100,$268.00 ,$268.00 ,$255.80 
2023-07-20,$262.90 ,175158300,$279.56 ,$280.93 ,$261.20 
2023-07-19,$291.26 ,142355400,$296.04 ,$299.29 ,$289.52 
2023-07-18,$293.34 ,112434700,$290.15 ,$295.26 ,$286.01 
2023-07-17,$290.38 ,131569600,$286.63 ,$292.23 ,$283.57 
2023-07-14,$281.38 ,120062400,$277.01 ,$285.30 ,$276.31 
2023-07-13,$277.90 ,112681500,$274.59 ,$279.45 ,$270.60 
2023-07-12,$271.99 ,95672140,$276.33 ,$276.52 ,$271.46 
2023-07-11,$269.79 ,91972360,$268.65 ,$270.90 ,$266.37 
2023-07-10,$269.61 ,119425400,$276.47 ,$277.52 ,$265.10 
2023-07-07,$274.43 ,113879200,$278.43 ,$280.78 ,$273.77 
2023-07-06,$276.54 ,120707400,$278.09 ,$279.97 ,$272.88 
2023-07-05,$282.48 ,131530900,$278.82 ,$283.85 ,$277.60 
2023-07-03,$279.82 ,118999000,$276.49 ,$284.25 ,$275.11 
2023-06-30,$261.77 ,112620800,$260.60 ,$264.45 ,$259.89 
2023-06-29,$257.50 ,131283400,$258.03 ,$260.74 ,$253.61 
2023-06-28,$256.24 ,159770800,$249.70 ,$259.88 ,$248.89 
2023-06-27,$250.21 ,164968200,$243.24 ,$250.39 ,$240.85 
2023-06-26,$241.05 ,179990600,$250.07 ,$258.37 ,$240.70 
2023-06-23,$256.60 ,177460800,$259.29 ,$262.45 ,$252.80 
2023-06-22,$264.61 ,166875900,$250.77 ,$265.00 ,$248.25 
2023-06-21,$259.46 ,211797100,$275.13 ,$276.99 ,$257.78 
2023-06-20,$274.45 ,165611200,$261.50 ,$274.75 ,$261.12 
2023-06-16,$260.54 ,167915600,$258.92 ,$263.60 ,$257.21 
2023-06-15,$255.90 ,160171200,$248.40 ,$258.95 ,$247.29 
2023-06-14,$256.79 ,170575500,$260.17 ,$261.57 ,$250.50 
2023-06-13,$258.71 ,162384300,$253.51 ,$259.68 ,$251.34 
2023-06-12,$249.83 ,150740500,$247.94 ,$250.97 ,$244.59 
2023-06-09,$244.40 ,200242400,$249.07 ,$252.42 ,$242.02 
2023-06-08,$234.86 ,164489700,$224.22 ,$235.23 ,$223.01 
2023-06-07,$224.57 ,185710800,$228.00 ,$230.83 ,$223.20 
2023-06-06,$221.31 ,146911600,$216.14 ,$221.91 ,$212.53 
2023-06-05,$217.61 ,151143100,$217.80 ,$221.29 ,$214.52 
2023-06-02,$213.97 ,164398400,$210.15 ,$217.25 ,$209.75 
2023-06-01,$207.52 ,148029900,$202.59 ,$209.80 ,$199.37 
2023-05-31,$203.93 ,150711700,$199.78 ,$203.95 ,$195.12 
2023-05-30,$201.16 ,128818700,$200.10 ,$204.48 ,$197.53 
2023-05-26,$193.17 ,162061500,$184.62 ,$198.60 ,$184.53 
2023-05-25,$184.47 ,96870720,$186.54 ,$186.78 ,$180.58 
2023-05-24,$182.90 ,137605100,$182.23 ,$184.22 ,$178.22 
2023-05-23,$185.77 ,156952100,$186.20 ,$192.96 ,$185.26 
2023-05-22,$188.87 ,132001400,$180.70 ,$189.32 ,$180.11 
2023-05-19,$180.14 ,136196700,$177.17 ,$181.95 ,$176.31 
2023-05-18,$176.89 ,109520300,$174.22 ,$177.06 ,$172.45 
2023-05-17,$173.86 ,125473600,$168.41 ,$174.50 ,$167.19 
2023-05-16,$166.52 ,98288790,$165.65 ,$169.52 ,$164.35 
2023-05-15,$166.35 ,105592500,$167.66 ,$169.76 ,$164.55 
2023-05-12,$167.98 ,157849600,$176.07 ,$177.38 ,$167.23 
2023-05-11,$172.08 ,103889900,$168.70 ,$173.57 ,$166.79 
2023-05-10,$168.54 ,119840700,$172.55 ,$174.43 ,$166.68 
2023-05-09,$169.15 ,88965040,$168.95 ,$169.82 ,$166.56 
2023-05-08,$171.79 ,112249400,$173.72 ,$173.80 ,$169.19 
2023-05-05,$170.06 ,107607300,$163.97 ,$170.79 ,$163.51 
2023-05-04,$161.20 ,95108490,$162.71 ,$162.95 ,$159.65 
2023-05-03,$160.61 ,119728000,$160.01 ,$165.00 ,$159.91 
2023-05-02,$160.31 ,128259700,$161.88 ,$165.49 ,$158.93 
2023-05-01,$161.83 ,109015000,$163.17 ,$163.28 ,$158.83 
2023-04-28,$164.31 ,122515800,$160.90 ,$165.00 ,$157.32 
2023-04-27,$160.19 ,127015200,$152.64 ,$160.48 ,$152.37 
2023-04-26,$153.75 ,153364100,$160.29 ,$160.67 ,$153.14 
2023-04-25,$160.67 ,121999300,$159.82 ,$163.47 ,$158.75 
2023-04-24,$162.55 ,140006600,$164.65 ,$165.65 ,$158.61 
2023-04-21,$165.08 ,123539000,$164.80 ,$166.00 ,$161.32 
2023-04-20,$162.99 ,210970800,$166.17 ,$169.70 ,$160.56 
2023-04-19,$180.59 ,125732700,$179.10 ,$183.50 ,$177.65 
2023-04-18,$184.31 ,92067020,$187.15 ,$187.69 ,$183.58 
2023-04-17,$187.04 ,116662200,$186.32 ,$189.69 ,$182.69 
2023-04-14,$185.00 ,96438660,$183.95 ,$186.28 ,$182.01 
